-505.9000015,220.2000122
-512.4945374,207.213501
-518.6034164,193.9906006
-524.3306885,180.5978394
-529.7030334,167.0587158
-534.7287598,153.387207
-539.4076309,139.5930786
-543.7343292,125.6845093
-547.6998863,111.6686401
-551.2926788,97.55267334
-554.4986992,83.34393311
-557.3019753,69.05029297
-559.6848068,54.6807251
-561.6279068,40.24511719
-563.1106339,25.75500488
-564.1113243,11.22369385
-564.6073456,-3.333557129
-564.5756378,-17.89910889
-564.0584106,-32.45599365
-563.3126526,-47.00317383
-562.3391113,-61.5369873
-561.1072655,-76.05114746
-559.5891609,-90.5380249
-557.7592888,-104.988739
-555.594593,-119.3930054
-553.0745049,-133.7392273
-550.1813164,-148.0149231
-546.9000626,-162.2065125
-543.2189522,-176.2994385
-539.1289406,-190.2792969
-534.6244049,-204.131012
-529.702301,-217.8401489
-524.3631134,-231.3921814
-518.6098328,-244.7737122
-512.4480591,-257.972168
-505.8859177,-270.9761047
-498.9334335,-283.7755737
-491.6024704,-296.36203
-483.9062119,-308.7285156
-475.8589783,-320.8694763
-467.4756927,-332.7809448
-458.7718811,-344.4605255
-449.7632294,-355.9068756
-440.4655151,-367.1198273
-430.8946075,-378.1001434
-421.0653687,-388.8499451
-410.9924774,-399.3720398
-400.690567,-409.6695404
-390.1725464,-419.746933
-379.4519043,-429.6082153
-368.5409698,-439.2579803
-358.3449554,-438.1756592
-366.8935089,-427.8746033
-373.2206879,-414.8874054
-371.6407623,-400.5755157
-364.6532288,-387.8587036
-354.3685455,-377.6097717
-341.5508423,-370.8230133
-327.1791992,-368.7908478
-312.6162109,-368.4843597
-298.0620728,-367.9197845
-283.6617126,-365.9552155
-270.9932251,-359.0044861
-263.2443237,-346.9529877
-272.6130066,-337.4594727
-283.7478333,-345.8890228
-292.7772522,-357.3145142
-303.6612244,-352.8603516
-315.1949768,-343.9634094
-323.7375488,-334.6191101
-314.7453918,-323.1636047
-304.765564,-312.5645142
-292.6168823,-304.8087769
-278.3513184,-302.340332
-264.4296875,-306.3346863
-251.833374,-313.6214905
-240.3421326,-322.5481873
-231.1534119,-333.7810669
-226.9275818,-347.5800323
-229.3326111,-361.8396606
-235.3929443,-375.068634
-243.6657715,-387.0285797
-254.480896,-396.7168427
-267.7852173,-402.444397
-282.2397156,-404.1720886
-296.7850647,-404.9319153
-311.3482971,-405.2532959
-325.88797,-406.0020294
-337.4398193,-413.7799988
-330.6362305,-424.7042999
-319.0327759,-418.4346771
-308.6207275,-419.4558868
-297.0917053,-428.3596802
-285.5629883,-437.2632141
-293.9169922,-447.0448608
-305.6790161,-455.6117554
-319.2697754,-460.3375397
-333.0224304,-455.9068909
-345.1204529,-447.8242188
-356.1858063,-438.4429169
-357.1020355,-448.9386444
-345.6247101,-457.9062042
-333.8174438,-466.4356079
-321.7794189,-474.6354675
-309.5571594,-482.5591202
-297.174408,-490.2296448
-284.6394043,-497.6501694
-271.9504395,-504.802948
-259.0906677,-511.6444244
-246.0241394,-518.0811768
-235.2134094,-517.73806
-241.4051514,-509.2790375
-254.3944092,-502.7214279
-264.730011,-492.662796
-269.2012024,-478.8741074
-267.6308594,-464.5207977
-263.1893616,-450.6530609
-257.9132996,-437.0768738
-252.1574707,-423.696228
-246.0458679,-410.4739075
-239.6183472,-397.40271
-232.8512268,-384.5043182
-225.6000061,-371.872757
-216.6012268,-360.5392761
-203.1126099,-355.5046234
-188.6164246,-356.1876984
-174.6876526,-360.3617249
-161.7769775,-367.0644073
-150.3746338,-376.0868073
-141.8527832,-387.7813568
-139.9793701,-402.1045074
-142.7095032,-416.3834534
-147.7807922,-430.0281677
-154.3122864,-443.0412598
-165.7686157,-442.9741058
-179.0946045,-437.0906219
-192.420105,-431.2073517
-186.4925842,-418.06073
-181.1730652,-404.5052185
-180.8961792,-390.9822235
-193.7627258,-390.8476715
-200.0756836,-403.9726105
-206.198822,-417.1887207
-212.2411194,-430.4418488
-218.2013855,-443.732132
-224.0487061,-457.0729523
-229.6707764,-470.5101929
-230.8088074,-484.069725
-217.703186,-485.678215
-210.9081726,-472.8197632
-205.0140686,-459.4984131
-193.2530518,-461.4216156
-179.9244385,-467.2974701
-168.9890137,-474.2078094
-174.4664001,-487.6999207
-181.0733032,-500.6750565
-189.6651611,-512.3930359
-202.1304321,-519.6526184
-216.4389954,-519.1042938
-229.8727417,-513.4878998
-232.2487183,-523.7898407
-218.6459656,-529.0015411
-205.0179749,-534.144516
-191.3338013,-539.1344223
-177.5568848,-543.8651161
-163.6257935,-548.1183014
-149.6133728,-552.0874596
-143.3269958,-541.7960968
-155.4529419,-536.8792419
-162.0310059,-528.5845642
-158.7384644,-514.3946381
-155.4460449,-500.2052917
-152.1536865,-486.016098
-148.8609619,-471.8254089
-145.568634,-457.6363831
-142.276123,-443.4466248
-138.9838562,-429.2578125
-135.6915283,-415.0687256
-132.3991394,-400.8794556
-129.1067505,-386.6902618
-120.4024963,-381.1940918
-106.216095,-384.5036163
-92.03085327,-387.8128662
-93.85296631,-401.0469208
-97.19589233,-415.2235718
-100.5390015,-429.4008484
-103.8819885,-443.5777588
-107.2252197,-457.7555695
-110.5683594,-471.9331436
-113.911499,-486.1105576
-117.2540894,-500.2856369
-120.59729,-514.4634628
